Part Number▲▼;Product Image;Description▲▼;Voltage▲▼;Capacitance▲▼;Dielectric▲▼;Lead Spacing(mm/inch)▲▼;Lead Style▲▼;Packaging▲▼;Image path
K471K15X7RF53L2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;470;X7R;2.5 mm / 0.100 inch;Straight;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RF53L2R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;470;X7R;2.5 mm / 0.100 inch;Straight;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471K15X7RF5TH5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;470;X7R;5 mm / 0.200 inch;Step / High Seated;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RF5TH5R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;470;X7R;5 mm / 0.200 inch;Step / High Seated;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471K15X7RF5TK2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;470;X7R;2.5 mm / 0.100 inch;Outside Crimp;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RF5TL2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;470;X7R;2.5 mm / 0.100 inch;Straight;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RF5TL2R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;470;X7R;2.5 mm / 0.100 inch;Straight;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471K15X7RF5UH5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;470;X7R;5 mm / 0.200 inch;Step / High Seated;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RF5UH5R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;470;X7R;5 mm / 0.200 inch;Step / High Seated;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471K15X7RF5UL2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;470;X7R;2.5 mm / 0.100 inch;Straight;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RF5UL2R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;470;X7R;2.5 mm / 0.100 inch;Straight;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471K15X7RH53H5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;5 mm / 0.200 inch;Step / High Seated;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RH53H5R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;470;X7R;5 mm / 0.200 inch;Step / High Seated;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471K15X7RH53L2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;2.5 mm / 0.100 inch;Straight;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RH53L2R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;470;X7R;2.5 mm / 0.100 inch;Straight;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471K15X7RH5TH5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;5 mm / 0.200 inch;Step / High Seated;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RH5TH5R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;470;X7R;5 mm / 0.200 inch;Step / High Seated;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471K15X7RH5TK2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;2.5 mm / 0.100 inch;Outside Crimp;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RH5TL2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;2.5 mm / 0.100 inch;Straight;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RH5TL2R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;470;X7R;2.5 mm / 0.100 inch;Straight;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471K15X7RH5UH5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;5 mm / 0.200 inch;Step / High Seated;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RH5UH5R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;470;X7R;5 mm / 0.200 inch;Step / High Seated;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471K15X7RH5UK2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;2.5 mm / 0.100 inch;Outside Crimp;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RH5UL2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;2.5 mm / 0.100 inch;Straight;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RH5UL2R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;470;X7R;2.5 mm / 0.100 inch;Straight;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471K15X7RK53H5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;470;X7R;5 mm / 0.200 inch;Step / High Seated;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RK53H5R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;470;X7R;5 mm / 0.200 inch;Step / High Seated;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471K15X7RK53L2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;470;X7R;2.5 mm / 0.100 inch;Straight;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RK53L2R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;470;X7R;2.5 mm / 0.100 inch;Straight;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471K15X7RK5TH5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;470;X7R;5 mm / 0.200 inch;Step / High Seated;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RK5TH5R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;470;X7R;5 mm / 0.200 inch;Step / High Seated;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471K15X7RK5TL2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;470;X7R;2.5 mm / 0.100 inch;Straight;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RK5TL2R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;470;X7R;2.5 mm / 0.100 inch;Straight;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471K15X7RK5UH5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;470;X7R;5 mm / 0.200 inch;Step / High Seated;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RK5UH5R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;470;X7R;5 mm / 0.200 inch;Step / High Seated;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471K15X7RK5UL2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;470;X7R;2.5 mm / 0.100 inch;Straight;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RK5UL2R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;470;X7R;2.5 mm / 0.100 inch;Straight;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471K15X7RL53H5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;470;X7R;5 mm / 0.200 inch;Step / High Seated;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RL5TH5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;470;X7R;5 mm / 0.200 inch;Step / High Seated;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K15X7RL5UH5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;470;X7R;5 mm / 0.200 inch;Step / High Seated;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K20C0GL53H5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;470;C0G;5 mm / 0.200 inch;Step / High Seated;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K20C0GL5TH5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;470;C0G;5 mm / 0.200 inch;Step / High Seated;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471K20C0GL5UH5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;500;470;C0G;5 mm / 0.200 inch;Step / High Seated;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M10X7RF53H5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;470;X7R;5 mm / 0.200 inch;Step / High Seated;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M10X7RF53L2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;470;X7R;2.5 mm / 0.100 inch;Straight;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M10X7RF5TH5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;470;X7R;5 mm / 0.200 inch;Step / High Seated;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M10X7RF5TL2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;470;X7R;2.5 mm / 0.100 inch;Straight;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M10X7RF5UH5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;470;X7R;5 mm / 0.200 inch;Step / High Seated;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M10X7RF5UL2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;470;X7R;2.5 mm / 0.100 inch;Straight;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M10X7RH53H5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;5 mm / 0.200 inch;Step / High Seated;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M10X7RH53L2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;2.5 mm / 0.100 inch;Straight;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M10X7RH5TH5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;5 mm / 0.200 inch;Step / High Seated;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M10X7RH5TL2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;2.5 mm / 0.100 inch;Straight;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M10X7RH5UH5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;5 mm / 0.200 inch;Step / High Seated;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M10X7RH5UL2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;2.5 mm / 0.100 inch;Straight;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M15X7RF53H5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;470;X7R;5 mm / 0.200 inch;Step / High Seated;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M15X7RF53H5R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;470;X7R;5 mm / 0.200 inch;Step / High Seated;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471M15X7RF53L2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;470;X7R;2.5 mm / 0.100 inch;Straight;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M15X7RF53L2R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;470;X7R;2.5 mm / 0.100 inch;Straight;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471M15X7RF5TH5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;470;X7R;5 mm / 0.200 inch;Step / High Seated;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M15X7RF5TH5R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;470;X7R;5 mm / 0.200 inch;Step / High Seated;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471M15X7RF5TL2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;470;X7R;2.5 mm / 0.100 inch;Straight;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M15X7RF5TL2R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;470;X7R;2.5 mm / 0.100 inch;Straight;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471M15X7RF5UH5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;470;X7R;5 mm / 0.200 inch;Step / High Seated;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M15X7RF5UH5R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;470;X7R;5 mm / 0.200 inch;Step / High Seated;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471M15X7RF5UL2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;50;470;X7R;2.5 mm / 0.100 inch;Straight;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M15X7RF5UL2R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;50;470;X7R;2.5 mm / 0.100 inch;Straight;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471M15X7RH53H5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;5 mm / 0.200 inch;Step / High Seated;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M15X7RH53H5R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;470;X7R;5 mm / 0.200 inch;Step / High Seated;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471M15X7RH53L2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;2.5 mm / 0.100 inch;Straight;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M15X7RH53L2R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;470;X7R;2.5 mm / 0.100 inch;Straight;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471M15X7RH55K2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;2.5 mm / 0.100 inch;Outside Crimp;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M15X7RH5TH5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;5 mm / 0.200 inch;Step / High Seated;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M15X7RH5TH5R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;470;X7R;5 mm / 0.200 inch;Step / High Seated;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471M15X7RH5TK2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;2.5 mm / 0.100 inch;Outside Crimp;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M15X7RH5TL2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;2.5 mm / 0.100 inch;Straight;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M15X7RH5TL2R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;470;X7R;2.5 mm / 0.100 inch;Straight;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471M15X7RH5UH5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;5 mm / 0.200 inch;Step / High Seated;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M15X7RH5UH5R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;470;X7R;5 mm / 0.200 inch;Step / High Seated;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471M15X7RH5UL2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;100;470;X7R;2.5 mm / 0.100 inch;Straight;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M15X7RH5UL2R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;100;470;X7R;2.5 mm / 0.100 inch;Straight;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471M15X7RK53H5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;470;X7R;5 mm / 0.200 inch;Step / High Seated;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M15X7RK53H5R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;470;X7R;5 mm / 0.200 inch;Step / High Seated;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471M15X7RK53L2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;470;X7R;2.5 mm / 0.100 inch;Straight;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M15X7RK53L2R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;470;X7R;2.5 mm / 0.100 inch;Straight;Bulk;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471M15X7RK5TH5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;470;X7R;5 mm / 0.200 inch;Step / High Seated;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M15X7RK5TH5R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;470;X7R;5 mm / 0.200 inch;Step / High Seated;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471M15X7RK5TL2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;470;X7R;2.5 mm / 0.100 inch;Straight;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M15X7RK5TL2R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;470;X7R;2.5 mm / 0.100 inch;Straight;Reel;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471M15X7RK5UH5;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;470;X7R;5 mm / 0.200 inch;Step / High Seated;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M15X7RK5UH5R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;470;X7R;5 mm / 0.200 inch;Step / High Seated;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
K471M15X7RK5UL2;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for General Purpose Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC, 500 VDC;200;470;X7R;2.5 mm / 0.100 inch;Straight;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45171.png
K471M15X7RK5UL2R;Enlarge;Radial Leaded Multilayer Ceramic Capacitors for Automotive Applications Class 1 and Class 2, 50 VDC, 100 VDC, 200 VDC;200;470;X7R;2.5 mm / 0.100 inch;Straight;Ammo;image/capacitors/ceramic/ceramic-multilayer-leaded/45233.png
